WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        ILM        LL3         DT         TENS   
M          GAPI       IN         OHMM       OHMM       OHMM        US/F       LB     
3057.193   95.3000    12.50000   26.5       19.6       32.7341     69.50000   3525   
3057.041   92.2000    12.50000   28.1       20.6       37.2392     68.20000   3513   
3056.888   87.6000    12.50000   29.9       22.1       46.7735     66.09999   3527   
3056.736   83.8000    12.50000   31.9       24.4       55.9758     63.50000   3538   
3056.583   82.6000    12.49000   34.5       27.3       58.3445     61.70000   3524   
3056.431   83.8000    12.49000   37.9       30.0       55.5904     61.00000   3514   
3056.278   83.7000    12.49000   41.3       31.8       59.2925     60.70000   3522   
3056.126   80.7000    12.47000   43.5       32.7       74.8170     59.90000   3509   
3055.974   76.9000    12.44000   44.6       33.7       88.7156     58.80000   3532   
3055.821   75.8000    12.44000   44.7       34.8       86.8961     57.80000   3525   
3055.669   77.7000    12.44000   44.7       34.9       75.8578     57.80000   3531   
3055.517   79.7000    12.43000   44.4       33.7       69.5024     58.40000   3537   
3055.364   80.0000    12.43000   43.3       32.0       70.3072     58.50000   3546   
3055.212   79.5000    12.43000   41.6       30.5       66.0694     58.50000   3531   
3055.059   81.1000    12.43000   40.1       29.4       57.5440     59.10000   3509   
3054.907   85.7000    12.43000   39.1       28.5       50.4661     60.40000   3514   
3054.754   91.6000    12.44000   38.6       27.9       49.7737     62.00000   3517   
3054.602   95.6000    12.44000   39.0       27.7       50.1187     63.50000   3523   
3054.450   96.0000    12.44000   39.4       27.9       56.4937     63.70000   3537   
3054.297   93.5000    12.44000   39.4       28.7       69.0240     62.80000   3524   
3054.145   93.4000    12.43000   39.8       28.8       69.1831     62.70000   3523   
3053.993   90.3000    12.43000   40.3       30.1       77.0904     61.20000   3508   
3053.840   91.3000    12.43000   40.8       31.4       76.3836     60.10000   3515   
3053.688   97.5000    12.43000   41.0       31.8       69.9842     59.60000   3510   
3053.535   103.6000   12.43000   40.1       31.0       65.0130     59.80000   3523   
3053.383   104.0000   12.43000   38.2       29.4       57.8096     60.80000   3520   
3053.230   100.7000   12.43000   35.8       27.6       47.4242     61.90000   3520   
3053.078   99.6000    12.43000   33.7       25.6       39.5367     63.20000   3515   
3052.926   102.2000   12.43000   32.3       23.9       36.3078     64.59999   3522   
3052.773   105.2000   12.43000   31.0       22.6       35.3997     65.70000   3521   
3052.621   105.1000   12.43000   30.1       21.8       36.1410     66.20000   3512   
3052.469   102.8000   12.43000   29.2       21.5       37.6704     65.89999   3511   
3052.316   100.4000   12.43000   28.8       21.6       39.1742     65.30000   3510   
3052.164   98.6000    12.43000   28.7       22.0       40.6443     64.39999   3523   
3052.011   96.7000    12.43000   29.0       22.3       39.5367     63.70000   3505   
3051.859   94.8000    12.43000   29.3       22.5       37.8443     63.50000   3506   
3051.707   93.5000    12.43000   29.4       22.5       35.5631     63.80000   3493   
3051.554   94.1000    12.45000   29.4       22.3       36.9828     64.00000   3508   
3051.402   96.4000    12.45000   29.4       22.3       39.2645     63.90001   3505   
3051.250   98.9000    12.45000   29.5       22.5       40.7380     63.80000   3507   
3051.097   100.6000   12.45000   30.0       22.9       39.6278     63.40000   3512   
3050.944   100.1000   12.45000   30.6       23.2       38.1066     63.30000   3515   
3050.792   98.3000    12.45000   31.1       23.4       37.5837     63.60001   3517   
3050.640   95.7000    12.46000   31.4       23.4       38.5478     63.60001   3501   
3050.487   92.8000    12.46000   31.4       23.6       41.4000     63.30000   3513   
3050.335   91.3000    12.46000   31.3       23.7       43.7522     63.00000   3508   
3050.183   91.8000    12.46000   31.6       23.8       43.5512     63.00000   3505   
3050.030   93.5000    12.46000   31.6       23.7       41.0204     63.20000   3509   
3049.878   95.3000    12.47000   31.8       23.4       38.1944     64.00000   3508   
3049.725   95.6000    12.47000   31.5       23.0       37.5837     64.70000   3505   
3049.573   94.3000    12.49000   31.1       22.5       37.7572     65.20000   3501   
3049.420   92.6000    12.49000   30.7       22.2       38.8150     65.70000   3502   
3049.268   92.8000    12.50000   30.3       22.1       38.3707     65.89999   3494   
3049.116   95.4000    12.50000   29.9       21.9       38.0189     65.59999   3503   
3048.963   98.4000    12.50000   29.6       21.7       38.1066     65.30000   3494   
3048.811   99.4000    12.50000   29.5       21.5       38.4592     65.20000   3503   
3048.659   98.5000    12.50000   29.4       21.5       37.6704     65.59999   3513   
3048.506   97.0000    12.51000   29.5       21.5       37.4111     65.89999   3525   
3048.354   96.3000    12.53000   29.4       21.4       37.7572     65.89999   3524   
3048.201   96.6000    12.52000   29.4       21.4       39.9945     65.70000   3523   
3048.049   95.8000    12.52000   29.2       21.3       40.6443     64.89999   3510   
3047.896   95.3000    12.53000   28.6       21.3       41.8794     64.00000   3516   
3047.744   96.0000    12.52000   28.0       21.0       40.0867     63.40000   3503   
3047.592   96.6000    12.52000   27.2       20.5       38.2825     63.40000   3502   
3047.439   97.0000    12.53000   26.3       19.7       35.3997     63.90001   3520   
3047.287   99.6000    12.52000   25.6       19.1       32.4340     65.00000   3512   
3047.135   105.9000   12.53000   25.4       18.6       30.6196     66.50000   3497   
3046.982   112.0000   12.53000   25.4       18.4       29.8538     67.59999   3527   
3046.830   113.5000   12.53000   25.9       18.5       32.8852     68.20000   3523   
3046.677   110.7000   12.53000   26.7       19.0       35.3997     67.80000   3535   
3046.525   105.8000   12.53000   27.4       20.0       38.2825     66.70000   3509   
3046.373   101.5000   12.53000   27.9       21.0       40.9261     65.39999   3508   
3046.220   98.9000    12.53000   28.6       22.1       46.6659     64.20000   3513   
3046.068   98.1000    12.53000   29.2       23.0       49.0908     63.10000   3515   
3045.916   98.8000    12.53000   30.1       23.5       46.2381     63.20000   3515   
3045.763   99.9000    12.53000   31.0       23.4       39.9945     64.80000   3511   
3045.610   100.2000   12.53000   31.8       22.8       36.8978     66.89999   3503   
3045.458   98.5000    12.53000   32.7       22.3       39.6278     68.39999   3505   
3045.306   95.8000    12.53000   33.8       22.5       44.4631     68.30000   3518   
3045.153   93.7000    12.53000   35.2       23.6       49.2040     66.59999   3525   
3045.001   91.7000    12.53000   37.1       25.5       54.7016     64.70000   3522   
3044.849   88.8000    12.53000   39.4       27.9       64.5654     63.40000   3513   
3044.696   84.4000    12.53000   42.0       30.5       81.8465     61.60000   3506   
3044.544   79.9000    12.53000   45.3       33.0       93.3254     59.40000   3502   
3044.391   77.7000    12.52000   48.1       35.2       86.4968     58.40000   3499   
3044.239   78.4000    12.52000   49.8       36.1       73.2825     58.60000   3501   
3044.086   80.3000    12.52000   49.4       35.4       63.2412     59.10000   3504   
3043.934   81.6000    12.52000   47.3       34.0       66.8344     59.90000   3507   
3043.782   81.6000    12.50000   44.9       32.7       69.5024     60.30000   3498   
3043.629   81.8000    12.50000   43.3       31.6       66.6807     60.00000   3499   
3043.477   83.6000    12.50000   42.0       30.4       57.4117     60.40000   3507   
3043.325   86.8000    12.51000   40.8       28.6       49.4311     61.40000   3503   
3043.172   89.9000    12.51000   39.2       26.5       46.6659     61.90000   3499   
3043.020   92.2000    12.50000   37.2       25.0       45.8142     62.20000   3496   
3042.867   94.6000    12.50000   35.6       24.2       42.1697     62.50000   3477   
3042.715   97.0000    12.50000   34.6       23.8       39.0841     62.80000   3474   
3042.562   97.1000    12.50000   34.1       23.4       39.9945     63.70000   3481   
3042.410   95.3000    12.49000   34.0       23.4       42.7563     64.39999   3475   
3042.258   93.8000    12.49000   34.0       23.8       44.7713     63.90001   3479   
3042.105   93.9000    12.49000   34.3       24.4       45.6037     63.20000   3493   
3041.953   96.1000    12.49000   34.7       25.1       46.8813     62.80000   3517   
3041.800   98.9000    12.48000   34.9       25.3       47.8630     62.40000   3521   
3041.648   102.0000   12.48000   34.6       25.1       49.0908     62.10000   3474   
3041.496   104.7000   12.48000   33.8       24.7       48.4172     62.30000   3464   
3041.343   106.6000   12.49000   32.8       23.9       46.1318     62.80000   3473   
3041.191   107.4000   12.49000   31.9       23.2       43.0527     63.90001   3473   
3041.039   107.8000   12.49000   31.6       22.7       38.3707     65.09999   3500   
3040.886   108.7000   12.49000   31.8       22.4       35.7273     66.70000   3478   
3040.734   109.4000   12.49000   32.1       22.2       36.7282     68.00000   3462   
3040.582   107.2000   12.48000   32.5       22.5       44.7713     68.00000   3523   
3040.429   100.8000   12.49000   32.6       23.4       55.5904     66.30000   3534   
3040.276   92.0000    12.48000   33.0       24.9       60.5341     63.60001   3529   
3040.124   85.6000    12.48000   33.6       26.7       59.5662     61.10000   3463   
3039.972   85.7000    12.48000   34.4       27.5       53.4564     60.10000   3463   
3039.819   91.2000    12.48000   35.1       27.2       48.5289     60.80000   3503   
3039.667   97.8000    12.48000   35.2       26.2       44.0555     62.20000   3534   
3039.515   102.9000   12.48000   34.6       25.1       40.3645     63.30000   3523   
3039.362   106.3000   12.48000   34.0       24.2       38.1066     64.09999   3503   
3039.210   108.0000   12.48000   33.9       23.8       36.8978     64.39999   3475   
3039.057   107.9000   12.49000   34.2       24.1       37.3250     64.59999   3459   
3038.905   106.4000   12.48000   35.0       24.9       41.4954     64.20000   3505   
3038.752   103.6000   12.49000   35.9       26.3       50.5825     63.30000   3497   
3038.600   99.9000    12.49000   36.6       27.7       58.4790     62.20000   3482   
3038.448   96.7000    12.49000   37.0       28.8       60.6736     61.30000   3484   
3038.295   94.8000    12.49000   37.1       29.3       57.1479     61.10000   3488   
3038.143   95.1000    12.48000   37.1       29.0       51.9996     61.40000   3529   
3037.991   97.2000    12.49000   37.2       28.2       45.4988     62.20000   3507   
3037.838   100.7000   12.49000   37.9       27.1       39.9945     63.80000   3467   
3037.686   104.9000   12.49000   38.9       26.2       38.7258     65.50000   3474   
3037.533   107.0000   12.49000   39.7       25.9       42.8549     66.20000   3495   
3037.381   104.3000   12.50000   40.4       26.3       52.3601     65.50000   3509   
3037.229   97.0000    12.49000   40.6       27.2       59.8412     63.70000   3515   
3037.076   89.7000    12.49000   41.0       28.4       63.2412     62.10000   3493   
3036.924   86.5000    12.49000   41.5       29.5       60.8135     61.00000   3509   
3036.771   87.6000    12.49000   41.9       29.8       58.3445     60.70000   3499   
3036.619   91.1000    12.49000   42.3       29.2       54.7016     61.20000   3493   
3036.466   93.9000    12.49000   42.4       28.3       51.0505     61.70000   3502   
3036.314   94.8000    12.49000   42.5       27.7       46.9894     62.30000   3520   
3036.162   94.8000    12.49000   42.4       27.3       47.0977     63.30000   3503   
3036.009   96.2000    12.49000   42.3       27.3       50.3501     63.90001   3499   
3035.857   99.2000    12.40000   42.5       27.7       56.7545     63.40000   3506   
3035.705   101.0000   12.39000   43.0       28.5       60.6736     62.50000   3503   
3035.552   100.4000   12.39000   44.3       29.5       59.9791     61.70000   3494   
